type,title,cast,country,rating,listed_in,cast_list,combination
TV Show,office girls,roy chiu  alice ko  tia lee,taiwan,TV-14,"international tv shows, romantic tv shows, tv comedies",Roy Chiu  Alice Ko  Tia Lee,"TV Show TV-14 international tv shows, romantic tv shows, tv comedies taiwan roy chiu  alice ko  tia lee"
TV Show,the prince who turns into a frog,joe chen  ming dao  sam wang,taiwan,TV-14,"international tv shows, romantic tv shows, tv comedies",Joe Chen  Ming Dao  Sam Wang,"TV Show TV-14 international tv shows, romantic tv shows, tv comedies taiwan joe chen  ming dao  sam wang"
TV Show,top secret ufo projects: declassified,unknown,unknown,TV-PG,docuseries,unknown,TV Show TV-PG docuseries unknown unknown
TV Show,two fathers,weber yang  lin yo-wei  megan lai,taiwan,TV-14,"international tv shows, romantic tv shows, tv comedies",Weber Yang  Lin Yo-Wei  Megan Lai,"TV Show TV-14 international tv shows, romantic tv shows, tv comedies taiwan weber yang  lin yo-wei  megan lai"
TV Show,you're my destiny,joe chen  ethan juan  baron chen,taiwan,TV-MA,"international tv shows, romantic tv shows, tv comedies",Joe Chen  Ethan Juan  Baron Chen,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies taiwan joe chen  ethan juan  baron chen"
TV Show,30 rock,tina fey  alec baldwin  tracy morgan,united states,TV-14,tv comedies,Tina Fey  Alec Baldwin  Tracy Morgan,TV Show TV-14 tv comedies united states tina fey  alec baldwin  tracy morgan
TV Show,44 cats,sarah natochenny  suzy myers  simona berman,italy,TV-Y7,kids' tv,Sarah Natochenny  Suzy Myers  Simona Berman,TV Show TV-Y7 kids' tv italy sarah natochenny  suzy myers  simona berman
TV Show,darwin’s game,yusuke kobayashi  reina ueda  nichika omori,unknown,TV-MA,"anime series, international tv shows, tv thrillers",Yusuke Kobayashi  Reina Ueda  Nichika Omori,"TV Show TV-MA anime series, international tv shows, tv thrillers unknown yusuke kobayashi  reina ueda  nichika omori"
TV Show,friday night lights,kyle chandler  connie britton  aimee teegarden,unknown,TV-14,"tv dramas, teen tv shows",Kyle Chandler  Connie Britton  Aimee Teegarden,"TV Show TV-14 tv dramas, teen tv shows unknown kyle chandler  connie britton  aimee teegarden"
TV Show,hunter x hunter (2011),megumi han  mariya ise  keiji fujiwara,japan,TV-14,"anime series, international tv shows",Megumi Han  Mariya Ise  Keiji Fujiwara,"TV Show TV-14 anime series, international tv shows japan megumi han  mariya ise  keiji fujiwara"
TV Show,charmed,madeleine mantock  sarah jeffery  melonie diaz,united states,TV-14,"tv dramas, tv sci-fi & fantasy",Madeleine Mantock  Sarah Jeffery  Melonie Diaz,"TV Show TV-14 tv dramas, tv sci-fi & fantasy united states madeleine mantock  sarah jeffery  melonie diaz"
TV Show,centaurworld,kimiko glenn  megan hilty  parvesh cheena,unknown,TV-Y7,"kids' tv, tv comedies",Kimiko Glenn  Megan Hilty  Parvesh Cheena,"TV Show TV-Y7 kids' tv, tv comedies unknown kimiko glenn  megan hilty  parvesh cheena"
TV Show,glow up,unknown,united kingdom,TV-14,"british tv shows, international tv shows, reality tv",unknown,"TV Show TV-14 british tv shows, international tv shows, reality tv united kingdom unknown"
TV Show,khawatir,unknown,unknown,TV-14,"international tv shows, reality tv",unknown,"TV Show TV-14 international tv shows, reality tv unknown unknown"
TV Show,myth & mogul: john delorean,unknown,unknown,TV-14,"british tv shows, crime tv shows, docuseries",unknown,"TV Show TV-14 british tv shows, crime tv shows, docuseries unknown unknown"
TV Show,outer banks,chase stokes  madelyn cline  madison bailey,united states,TV-MA,"tv action & adventure, tv dramas, teen tv shows",Chase Stokes  Madelyn Cline  Madison Bailey,"TV Show TV-MA tv action & adventure, tv dramas, teen tv shows united states chase stokes  madelyn cline  madison bailey"
TV Show,transformers: war for cybertron: kingdom,jake foushee  jason marnocha  linsay rousseau,unknown,TV-Y7,anime series,Jake Foushee  Jason Marnocha  Linsay Rousseau,TV Show TV-Y7 anime series unknown jake foushee  jason marnocha  linsay rousseau
TV Show,tattoo redo,unknown,unknown,TV-MA,reality tv,unknown,TV Show TV-MA reality tv unknown unknown
TV Show,the flash,grant gustin  candice patton  danielle panabaker,united states,TV-14,"crime tv shows, tv action & adventure, tv sci-fi & fantasy",Grant Gustin  Candice Patton  Danielle Panabaker,"TV Show TV-14 crime tv shows, tv action & adventure, tv sci-fi & fantasy united states grant gustin  candice patton  danielle panabaker"
TV Show,the snitch cartel: origins,juan pablo urrego  sebastián osorio  patricia tamayo,unknown,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows",Juan Pablo Urrego  Sebastián Osorio  Patricia Tamayo,"TV Show TV-MA crime tv shows, international tv shows, spanish-language tv shows unknown juan pablo urrego  sebastián osorio  patricia tamayo"
TV Show,all american,daniel ezra  taye diggs  samantha logan,united states,TV-14,"tv dramas, teen tv shows",Daniel Ezra  Taye Diggs  Samantha Logan,"TV Show TV-14 tv dramas, teen tv shows united states daniel ezra  taye diggs  samantha logan"
TV Show,how to sell drugs online (fast),maximilian mundt  danilo kamperidis  lena klenke,germany,TV-MA,"crime tv shows, international tv shows, tv comedies",Maximilian Mundt  Danilo Kamperidis  Lena Klenke,"TV Show TV-MA crime tv shows, international tv shows, tv comedies germany maximilian mundt  danilo kamperidis  lena klenke"
TV Show,mighty express,jay hatton  zoe hatz  meesha contreras,"united states, canada",TV-Y,kids' tv,Jay Hatton  Zoe Hatz  Meesha Contreras,"TV Show TV-Y kids' tv united states, canada jay hatton  zoe hatz  meesha contreras"
TV Show,plastic cup boyz: laughing my mask off!,joey wells  will 'spank' horton  na'im lynn,unknown,TV-MA,"stand-up comedy & talk shows, tv comedies",Joey Wells  Will 'Spank' Horton  Na'im Lynn,"TV Show TV-MA stand-up comedy & talk shows, tv comedies unknown joey wells  will 'spank' horton  na'im lynn"
TV Show,the walking dead,andrew lincoln  steven yeun  norman reedus,united states,TV-MA,"classic & cult tv, tv action & adventure, tv dramas",Andrew Lincoln  Steven Yeun  Norman Reedus,"TV Show TV-MA classic & cult tv, tv action & adventure, tv dramas united states andrew lincoln  steven yeun  norman reedus"
TV Show,wynonna earp,melanie scrofano  shamier anderson  tim rozon,"canada, united states",TV-MA,"international tv shows, tv action & adventure, tv dramas",Melanie Scrofano  Shamier Anderson  Tim Rozon,"TV Show TV-MA international tv shows, tv action & adventure, tv dramas canada, united states melanie scrofano  shamier anderson  tim rozon"
TV Show,feels like ishq,radhika madan  amol parashar  rohit saraf,unknown,TV-MA,"international tv shows, romantic tv shows, tv comedies",Radhika Madan  Amol Parashar  Rohit Saraf,"TV Show TV-MA international tv shows, romantic tv shows, tv comedies unknown radhika madan  amol parashar  rohit saraf"
TV Show,masters of the universe: revelation,mark hamill  lena headey  chris wood,unknown,TV-PG,"tv action & adventure, tv sci-fi & fantasy",Mark Hamill  Lena Headey  Chris Wood,"TV Show TV-PG tv action & adventure, tv sci-fi & fantasy unknown mark hamill  lena headey  chris wood"
TV Show,revelations: the masters of the universe: revelation aftershow,kevin smith  tiffany smith  robert david,unknown,TV-PG,"anime series, stand-up comedy & talk shows",Kevin Smith  Tiffany Smith  Robert David,"TV Show TV-PG anime series, stand-up comedy & talk shows unknown kevin smith  tiffany smith  robert david"
TV Show,sky rojo,verónica sánchez  miguel ángel silvestre  asier etxeandia,spain,TV-MA,"international tv shows, spanish-language tv shows, tv action & adventure",Verónica Sánchez  Miguel Ángel Silvestre  Asier Etxeandia,"TV Show TV-MA international tv shows, spanish-language tv shows, tv action & adventure spain verónica sánchez  miguel ángel silvestre  asier etxeandia"
TV Show,the movies that made us,unknown,united states,TV-MA,docuseries,unknown,TV Show TV-MA docuseries united states unknown
TV Show,chicago med,colin donnell  torrey devitto  oliver platt,united states,TV-14,tv dramas,Colin Donnell  Torrey DeVitto  Oliver Platt,TV Show TV-14 tv dramas united states colin donnell  torrey devitto  oliver platt
TV Show,sexy beasts,unknown,unknown,TV-14,"british tv shows, international tv shows, reality tv",unknown,"TV Show TV-14 british tv shows, international tv shows, reality tv unknown unknown"
TV Show,too hot to handle: brazil,bruna louise,unknown,TV-MA,"international tv shows, reality tv, romantic tv shows",Bruna Louise,"TV Show TV-MA international tv shows, reality tv, romantic tv shows unknown bruna louise"
TV Show,okupas,rodrigo de la serna  diego alonso  ariel staltari,argentina,TV-MA,"classic & cult tv, crime tv shows, international tv shows",Rodrigo de la Serna  Diego Alonso  Ariel Staltari,"TV Show TV-MA classic & cult tv, crime tv shows, international tv shows argentina rodrigo de la serna  diego alonso  ariel staltari"
TV Show,touch your heart,lee dong-wook  yoo in-na  lee sang-woo,unknown,TV-MA,"crime tv shows, international tv shows, romantic tv shows",Lee Dong-wook  Yoo In-na  Lee Sang-woo,"TV Show TV-MA crime tv shows, international tv shows, romantic tv shows unknown lee dong-wook  yoo in-na  lee sang-woo"
TV Show,explained,unknown,united states,TV-MA,"docuseries, science & nature tv",unknown,"TV Show TV-MA docuseries, science & nature tv united states unknown"
TV Show,johnny test,james arnold taylor  trevor devall  maryke hendrikse,"united states, canada",TV-Y7,"kids' tv, tv comedies",James Arnold Taylor  Trevor Devall  Maryke Hendrikse,"TV Show TV-Y7 kids' tv, tv comedies united states, canada james arnold taylor  trevor devall  maryke hendrikse"
TV Show,naomi osaka,unknown,unknown,TV-14,docuseries,unknown,TV Show TV-14 docuseries unknown unknown
TV Show,beastars,chikahiro kobayashi  sayaka senbongi  yuki ono,japan,TV-MA,"anime series, international tv shows",Chikahiro Kobayashi  Sayaka Senbongi  Yuki Ono,"TV Show TV-MA anime series, international tv shows japan chikahiro kobayashi  sayaka senbongi  yuki ono"
TV Show,her private life,park min-young  kim jae-uk  ahn bo-hyun,south korea,TV-14,"international tv shows, romantic tv shows, tv comedies",Park Min-young  Kim Jae-uk  Ahn Bo-hyun,"TV Show TV-14 international tv shows, romantic tv shows, tv comedies south korea park min-young  kim jae-uk  ahn bo-hyun"
TV Show,never have i ever,maitreyi ramakrishnan  poorna jagannathan  richa moorjani,united states,TV-14,"tv comedies, tv dramas, teen tv shows",Maitreyi Ramakrishnan  Poorna Jagannathan  Richa Moorjani,"TV Show TV-14 tv comedies, tv dramas, teen tv shows united states maitreyi ramakrishnan  poorna jagannathan  richa moorjani"
TV Show,heist,unknown,unknown,TV-MA,"crime tv shows, docuseries",unknown,"TV Show TV-MA crime tv shows, docuseries unknown unknown"
TV Show,my unorthodox life,unknown,unknown,TV-MA,reality tv,unknown,TV Show TV-MA reality tv unknown unknown
TV Show,ridley jones,iara nemirovsky  laraine newman  david errigo jr,united states,TV-Y,kids' tv,Iara Nemirovsky  Laraine Newman  David Errigo Jr,TV Show TV-Y kids' tv united states iara nemirovsky  laraine newman  david errigo jr
TV Show,atypical,jennifer jason leigh  keir gilchrist  michael rapaport,united states,TV-14,"tv comedies, tv dramas, teen tv shows",Jennifer Jason Leigh  Keir Gilchrist  Michael Rapaport,"TV Show TV-14 tv comedies, tv dramas, teen tv shows united states jennifer jason leigh  keir gilchrist  michael rapaport"
TV Show,biohackers,luna wedler  jessica schwarz  adrian julius tillmann,germany,TV-MA,"international tv shows, tv dramas, tv sci-fi & fantasy",Luna Wedler  Jessica Schwarz  Adrian Julius Tillmann,"TV Show TV-MA international tv shows, tv dramas, tv sci-fi & fantasy germany luna wedler  jessica schwarz  adrian julius tillmann"
TV Show,how to become a tyrant,peter dinklage,unknown,TV-MA,docuseries,Peter Dinklage,TV Show TV-MA docuseries unknown peter dinklage
TV Show,the cook of castamar,michelle jenner  roberto enríquez  hugo silva,unknown,TV-MA,"international tv shows, romantic tv shows, spanish-language tv shows",Michelle Jenner  Roberto Enríquez  Hugo Silva,"TV Show TV-MA international tv shows, romantic tv shows, spanish-language tv shows unknown michelle jenner  roberto enríquez  hugo silva"
TV Show,virgin river,alexandra breckenridge  martin henderson  tim matheson,united states,TV-14,"romantic tv shows, tv dramas",Alexandra Breckenridge  Martin Henderson  Tim Matheson,"TV Show TV-14 romantic tv shows, tv dramas united states alexandra breckenridge  martin henderson  tim matheson"
TV Show,elize matsunaga: once upon a crime,unknown,unknown,TV-MA,"crime tv shows, docuseries, international tv shows",unknown,"TV Show TV-MA crime tv shows, docuseries, international tv shows unknown unknown"
TV Show,resident evil: infinite darkness,nick apostolides  stephanie panisello  ray chase,"united states, japan",TV-MA,"anime series, tv horror, tv thrillers",Nick Apostolides  Stephanie Panisello  Ray Chase,"TV Show TV-MA anime series, tv horror, tv thrillers united states, japan nick apostolides  stephanie panisello  ray chase"
TV Show,cat people,unknown,unknown,TV-14,docuseries,unknown,TV Show TV-14 docuseries unknown unknown
TV Show,dogs,unknown,united states,TV-PG,docuseries,unknown,TV Show TV-PG docuseries united states unknown
TV Show,the mire,andrzej seweryn  dawid ogrodnik  zofia wichłacz,poland,TV-MA,"crime tv shows, international tv shows, tv dramas",Andrzej Seweryn  Dawid Ogrodnik  Zofia Wichłacz,"TV Show TV-MA crime tv shows, international tv shows, tv dramas poland andrzej seweryn  dawid ogrodnik  zofia wichłacz"
TV Show,the war next-door,vanessa bauche  ana layevska  mark tacher,unknown,TV-MA,"international tv shows, spanish-language tv shows, tv comedies",Vanessa Bauche  Ana Layevska  Mark Tacher,"TV Show TV-MA international tv shows, spanish-language tv shows, tv comedies unknown vanessa bauche  ana layevska  mark tacher"
TV Show,ask the storybots,judy greer  erin fitzgerald  fred tatasciore,united states,TV-Y,kids' tv,Judy Greer  Erin Fitzgerald  Fred Tatasciore,TV Show TV-Y kids' tv united states judy greer  erin fitzgerald  fred tatasciore
TV Show,between,jennette mccurdy  jesse carere  ryan allen,canada,TV-14,"international tv shows, tv dramas, tv mysteries",Jennette McCurdy  Jesse Carere  Ryan Allen,"TV Show TV-14 international tv shows, tv dramas, tv mysteries canada jennette mccurdy  jesse carere  ryan allen"
TV Show,chelsea,unknown,united states,TV-MA,"stand-up comedy & talk shows, tv comedies",unknown,"TV Show TV-MA stand-up comedy & talk shows, tv comedies united states unknown"
TV Show,code lyoko,raphaelle bruneau  sophie landresse  marie-line landerwyn,"france, belgium",TV-Y7,kids' tv,Raphaelle Bruneau  Sophie Landresse  Marie-Line Landerwyn,"TV Show TV-Y7 kids' tv france, belgium raphaelle bruneau  sophie landresse  marie-line landerwyn"
TV Show,colony,josh holloway  sarah wayne callies  peter jacobson,united states,TV-14,"tv action & adventure, tv dramas, tv sci-fi & fantasy",Josh Holloway  Sarah Wayne Callies  Peter Jacobson,"TV Show TV-14 tv action & adventure, tv dramas, tv sci-fi & fantasy united states josh holloway  sarah wayne callies  peter jacobson"
TV Show,cuckoo,andy samberg  taylor lautner  greg davies,united kingdom,TV-MA,"british tv shows, international tv shows, tv comedies",Andy Samberg  Taylor Lautner  Greg Davies,"TV Show TV-MA british tv shows, international tv shows, tv comedies united kingdom andy samberg  taylor lautner  greg davies"
TV Show,derry girls,saoirse-monica jackson  nicola coughlan  louisa harland,united kingdom,TV-MA,"british tv shows, international tv shows, tv comedies",Saoirse-Monica Jackson  Nicola Coughlan  Louisa Harland,"TV Show TV-MA british tv shows, international tv shows, tv comedies united kingdom saoirse-monica jackson  nicola coughlan  louisa harland"
TV Show,girl from nowhere,chicha amatayakul  thanawetch siriwattanakul  pajaree nantarat,thailand,TV-MA,"international tv shows, tv dramas, tv mysteries",Chicha Amatayakul  Thanawetch Siriwattanakul  Pajaree Nantarat,"TV Show TV-MA international tv shows, tv dramas, tv mysteries thailand chicha amatayakul  thanawetch siriwattanakul  pajaree nantarat"
TV Show,good morning call,haruka fukuhara  shunya shiraishi  dori sakurada,japan,TV-14,"international tv shows, romantic tv shows, tv comedies",Haruka Fukuhara  Shunya Shiraishi  Dori Sakurada,"TV Show TV-14 international tv shows, romantic tv shows, tv comedies japan haruka fukuhara  shunya shiraishi  dori sakurada"
