director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
quentin tarantino,leonardo dicaprio,christoph waltz,ato essandoh,drama western,Django Unchained
gary trousdale,demi moore,jason alexander,bill fagerbakke,animation drama family musical romance,The Hunchback of Notre Dame
mark dindal,eartha kitt,wendie malick,john fiedler,adventure animation comedy family fantasy,The Emperor's New Groove
simon west,jason statham,sylvester stallone,bruce willis,action adventure thriller,The Expendables 2
jon turteltaub,nicolas cage,armando riesco,annie parisse,action adventure comedy family mystery,National Treasure
stefen fangmeier,djimon hounsou,ed speleers,gary lewis,action adventure family fantasy,Eragon
spike jonze,catherine o'hara,ryan corr,max records,adventure drama family fantasy,Where the Wild Things Are
joe wright,hugh jackman,cara delevingne,nonso anozie,adventure family fantasy,Pan
chris wedge,josh hutcherson,emma kenney,troy evans,adventure animation family fantasy,Epic
florian henckel von donnersmarck,johnny depp,angelina jolie pitt,rufus sewell,action romance thriller,The Tourist
peter hyams,cch pounder,mark margolis,udo kier,action fantasy horror mystery,End of Days
edward zwick,leonardo dicaprio,djimon hounsou,stephen collins,adventure drama thriller,Blood Diamond
martin scorsese,leonardo dicaprio,matthew mcconaughey,jon favreau,biography comedy crime drama,The Wolf of Wall Street
joel schumacher,michael gough,rene auberjonois,debi mazar,action adventure fantasy,Batman Forever
paul verhoeven,jake busey,patrick muldoon,seth gilliam,action sci-fi war,Starship Troopers
tom tykwer,tom hanks,jim sturgess,jim broadbent,drama sci-fi,Cloud Atlas
zack snyder,abbie cornish,richard roxburgh,anthony lapaglia,action adventure animation family fantasy,Legend of the Guardians: The Owls of Ga'Hoole
pitof,frances conroy,christopher heyerdahl,alex borstein,action crime fantasy romance thriller,Catwoman
brett ratner,dwayne johnson,rufus sewell,ingrid bolsø berdal,action adventure,Hercules
ron clements,joseph gordon-levitt,martin short,michael wincott,adventure animation family sci-fi,Treasure Planet
brad silberling,will ferrell,anna friel,bobb'e j. thompson,adventure comedy sci-fi,Land of the Lost
patrick hughes,jason statham,sylvester stallone,harrison ford,action adventure thriller,The Expendables 3
ericson core,ray winstone,edgar ramírez,delroy lindo,action crime sport thriller,Point Break
lawrence guterman,jamie kennedy,traylor howard,ben stein,comedy family fantasy,Son of the Mask
ron howard,chris hemsworth,benjamin walker,frank dillane,action adventure biography drama history thriller,In the Heart of the Sea
ron underwood,rosario dawson,randy quaid,burt young,action comedy sci-fi,The Adventures of Pluto Nash
paul greengrass,matt damon,sean huze,igal naor,action drama thriller war,Green Zone
steve martino,francesca capaldi,venus schultheis,bill melendez,adventure animation comedy family,The Peanuts Movie
david mamet,ben gazzara,felicity huffman,campbell scott,drama mystery thriller,The Spanish Prisoner
stephen sommers,dwayne johnson,brendan fraser,patricia velasquez,action adventure fantasy thriller,The Mummy Returns
martin scorsese,leonardo dicaprio,liam neeson,jim broadbent,crime drama,Gangs of New York
yimou zhang,christian bale,ni ni,shigeo kobayashi,drama history romance war,The Flowers of War
ash brannon,jeff bridges,zooey deschanel,jon heder,animation comedy family sport,Surf's Up
frank oz,jon lovitz,matthew broderick,roger bart,comedy sci-fi thriller,The Stepford Wives
ridley scott,ioan gruffudd,sam shepard,ewen bremner,drama history war,Black Hawk Down
jay roach,will ferrell,thomas middleditch,katherine lanasa,comedy,The Campaign
luc besson,milla jovovich,bruce willis,gary oldman,action adventure sci-fi,The Fifth Element
michael patrick king,chris noth,liza minnelli,kristin davis,comedy drama romance,Sex and the City 2
bibo bergeron,frank welker,rosie perez,elton john,adventure animation comedy family romance,The Road to El Dorado
steve martino,peter dinklage,josh gad,drake,adventure animation comedy family,Ice Age: Continental Drift
kenneth branagh,hayley atwell,derek jacobi,lily james,drama family fantasy romance,Cinderella
peter jackson,michael imperioli,aj michalka,tom mccarthy,drama fantasy thriller,The Lovely Bones
andrew stanton,alexander gould,stephen root,brad garrett,adventure animation comedy family,Finding Nemo
peter jackson,orlando bloom,billy boyd,bernard hill,action adventure drama fantasy,The Lord of the Rings: The Return of the King
peter jackson,christopher lee,orlando bloom,billy boyd,action adventure drama fantasy,The Lord of the Rings: The Two Towers
sergey bodrov,jeff bridges,djimon hounsou,olivia williams,action adventure fantasy,Seventh Son
simon west,angelina jolie pitt,noah taylor,chris barrie,action adventure fantasy thriller,Lara Croft: Tomb Raider
wally pfister,johnny depp,morgan freeman,clifton collins jr.,drama mystery romance sci-fi thriller,Transcendence
joe johnston,michael jeter,trevor morgan,alessandro nivola,action adventure sci-fi thriller,Jurassic Park III
rupert wyatt,james franco,david oyelowo,tyler labine,action drama sci-fi thriller,Rise of the Planet of the Apes
mark waters,martin short,tod fennell,joan plowright,adventure family fantasy,The Spiderwick Chronicles
john moore,bruce willis,cole hauser,megalyn echikunwoke,action thriller,A Good Day to Die Hard
john lee hancock,dennis quaid,marc blucas,jordi mollà,drama history war western,The Alamo
brad bird,holly hunter,craig t. nelson,lou romano,action adventure animation family,The Incredibles
renny harlin,christopher masterson,frank langella,matthew modine,action adventure comedy,Cutthroat Island
chris columbus,logan lerman,rosario dawson,steve coogan,adventure family fantasy,Percy Jackson & the Olympians: The Lightning Thief
barry sonnenfeld,will smith,rip torn,linda fiorentino,adventure comedy family mystery sci-fi,Men in Black
john lasseter,tom hanks,john ratzenberger,wayne knight,adventure animation comedy family fantasy,Toy Story 2
tony scott,denzel washington,rosario dawson,ethan suplee,action thriller,Unstoppable
brett ratner,mei melançon,john lone,harris yulin,action comedy crime thriller,Rush Hour 2
robert zemeckis,harrison ford,amber valletta,miranda otto,drama fantasy horror mystery thriller,What Lies Beneath
phil lord,will forte,bobb'e j. thompson,al roker,animation comedy family sci-fi,Cloudy with a Chance of Meatballs
carlos saldanha,denis leary,maile flanagan,kelly keaton,action adventure animation comedy family,Ice Age: Dawn of the Dinosaurs
ben stiller,adam scott,adrian martinez,joey slotnick,adventure comedy drama fantasy romance,The Secret Life of Walter Mitty
mcg,bill murray,ll cool j,kelly lynch,action adventure comedy crime thriller,Charlie's Angels
martin scorsese,leonardo dicaprio,matt damon,ray winstone,crime drama thriller,The Departed
tony bancroft,ming-na wen,harvey fierstein,june foray,adventure animation family fantasy musical war,Mulan
ben stiller,robert downey jr.,steve coogan,brandon t. jackson,action comedy,Tropic Thunder
david fincher,robin wright,goran visnjic,joely richardson,crime drama mystery thriller,The Girl with the Dragon Tattoo
john mctiernan,bruce willis,aldis hodge,kevin chamberlin,action adventure thriller,Die Hard with a Vengeance
guy ritchie,robert downey jr.,eddie marsan,robert maillet,action adventure crime mystery thriller,Sherlock Holmes
timur bekmambetov,morgan freeman,ayelet zurer,moises arias,adventure drama history,Ben-Hur
gary trousdale,leonard nimoy,jim varney,cree summer,action adventure animation family fantasy sci-fi,Atlantis: The Lost Empire
walt becker,bella thorne,joshua mikel,jesse mccartney,adventure animation comedy family fantasy music,Alvin and the Chipmunks: The Road Chip
bryan singer,tom cruise,tom wilkinson,thomas kretschmann,drama history thriller war,Valkyrie
dennis dugan,adam sandler,sayed badreya,kevin nealon,action comedy,You Don't Mess with the Zohan
chris columbus,peter dinklage,adam sandler,josh gad,action animation comedy sci-fi,Pixels
steven spielberg,haley joel osment,william hurt,kevin sussman,adventure drama sci-fi,A.I. Artificial Intelligence
rob minkoff,marsha thomason,rachael harris,marc john jefferies,comedy family fantasy horror mystery,The Haunted Mansion
robert zemeckis,matthew mcconaughey,tom skerritt,larry king,drama mystery sci-fi thriller,Contact
paul verhoeven,greg grunberg,kim dickens,joey slotnick,action horror sci-fi thriller,Hollow Man
sydney pollack,curtiss cook,george harris,michael wright,crime mystery thriller,The Interpreter
thor freudenthal,logan lerman,leven rambin,brandon t. jackson,adventure family fantasy,Percy Jackson: Sea of Monsters
jan de bont,gerard butler,angelina jolie pitt,djimon hounsou,action adventure fantasy,Lara Croft Tomb Raider: The Cradle of Life
jon m. chu,daniel radcliffe,morgan freeman,sanaa lathan,action adventure comedy crime mystery thriller,Now You See Me 2
phillip noyce,alun armstrong,michael byrne,velibor topic,action adventure romance sci-fi thriller,The Saint
tony scott,brad pitt,stephen dillane,catherine mccormack,action crime thriller,Spy Game
brian de palma,don cheadle,connie nielsen,kim delaney,adventure sci-fi thriller,Mission to Mars
carlos saldanha,anne hathaway,wanda sykes,will.i.am,adventure animation comedy family musical,Rio
chris columbus,robin williams,oliver platt,john michael higgins,comedy drama sci-fi,Bicentennial Man
mick jackson,don cheadle,anne heche,gaby hoffmann,action drama sci-fi thriller,Volcano
alan j. pakula,harrison ford,brad pitt,natascha mcelhone,action crime drama thriller,The Devil's Own
kathryn bigelow,liam neeson,christian camargo,lex shrapnel,drama history thriller war,K-19: The Widowmaker
josh trank,tim blake nelson,reg e. cathey,tim heidecker,action adventure sci-fi,Fantastic Four
john milius,william smith,mako,sandahl bergman,adventure fantasy,Conan the Barbarian
ron howard,paddy considine,bruce mcgill,rosemarie dewitt,biography drama sport,Cinderella Man
andrey konchalovskiy,shirley henderson,nathan lane,richard e. grant,action family fantasy musical,The Nutcracker in 3D
gary ross,jeff bridges,michael angarano,michael o'neill,drama history sport,Seabiscuit
jan de bont,philip seymour hoffman,alan ruck,jami gertz,action adventure drama thriller,Twister
rob cohen,paul walker,vin diesel,jordana brewster,action crime thriller,The Fast and the Furious
robert zemeckis,tom hanks,paul sanchez,nick searcy,adventure drama romance,Cast Away
george miller,robin williams,hugh jackman,elizabeth daily,animation comedy family music romance,Happy Feet
paul greengrass,matt damon,joan allen,oksana akinshina,action mystery thriller,The Bourne Supremacy
wolfgang petersen,harrison ford,gary oldman,dean stockwell,action adventure drama thriller,Air Force One
steven soderbergh,brad pitt,bernie mac,elliott gould,crime thriller,Ocean's Eleven
paul w.s. anderson,milla jovovich,logan lerman,orlando bloom,action adventure romance,The Three Musketeers
genndy tartakovsky,steve buscemi,adam sandler,jon lovitz,animation comedy family fantasy,Hotel Transylvania
kevin lima,jeff bennett,teala dunn,fred tatasciore,animation comedy family fantasy musical romance,Enchanted
unknown,caroline dhavernas,scott thompson,hettienne park,crime drama horror mystery thriller,Hannibal            
daniel espinosa,denzel washington,ryan reynolds,sam shepard,action crime mystery thriller,Safe House
kevin lima,ioan gruffudd,eric idle,jim carter,adventure comedy family,102 Dalmatians
brett ratner,matthew broderick,gabourey sidibe,judd hirsch,action comedy crime,Tower Heist
nancy meyers,kate winslet,rufus sewell,sarah parish,comedy romance,The Holiday
tony scott,will smith,jake busey,lisa bonet,action crime drama mystery thriller,Enemy of the State
nancy meyers,meryl streep,hunter parrish,zoe kazan,comedy drama romance,It's Complicated
steven soderbergh,al pacino,matt damon,brad pitt,crime thriller,Ocean's Thirteen
roger allers,jon favreau,debra messing,jane krakowski,adventure animation comedy family,Open Season
neil burger,kate winslet,theo james,mekhi phifer,adventure mystery sci-fi,Divergent
jean-jacques annaud,bob hoskins,gabriel thomson,clemens schick,drama history war,Enemy at the Gates
peter berg,dwayne johnson,rosario dawson,ewen bremner,action adventure comedy thriller,The Rundown
john mctiernan,f. murray abraham,tom noonan,joan plowright,action adventure comedy fantasy,Last Action Hero
rob marshall,li gong,mako,karl yune,drama romance,Memoirs of a Geisha
justin lin,amber stevens west,zachery ty bryan,nikki griffin,action crime thriller,The Fast and the Furious: Tokyo Drift
sarah smith,jim broadbent,imelda staunton,michael palin,adventure animation comedy family fantasy,Arthur Christmas
martin brest,anthony hopkins,brad pitt,jake weber,drama fantasy romance,Meet Joe Black
andrew davis,raymond cruz,rick worthy,jsu garcia,action drama thriller,Collateral Damage
bob fosse,roy scheider,ben vereen,max wright,comedy drama music musical,All That Jazz
tarsem singh,julia roberts,nathan lane,danny woodburn,adventure comedy drama family fantasy,Mirror Mirror
edgar wright,anna kendrick,kieran culkin,ellen wong,action comedy fantasy romance,Scott Pilgrim vs. the World
jon amiel,glenn morshower,tchéky karyo,rekha sharma,action adventure sci-fi thriller,The Core
peter segal,larry miller,janet jackson,chris elliott,comedy romance sci-fi,Nutty Professor II: The Klumps
raja gosnell,sarah michelle gellar,linda cardellini,miguel a. núñez jr.,adventure comedy mystery,Scooby-Doo
pete travis,wood harris,jason cope,rakie ayola,action sci-fi,Dredd
frank coraci,adam sandler,cameron monaghan,julie kavner,comedy drama fantasy romance,Click
george a. romero,ted danson,hal holbrook,adrienne barbeau,comedy fantasy horror,Creepshow
brad peyton,jack mcbrayer,sean hayes,katt williams,action comedy family fantasy,Cats & Dogs: The Revenge of Kitty Galore
doug liman,kristen stewart,hayden christensen,tom hulce,action adventure sci-fi thriller,Jumper
guillermo del toro,seth macfarlane,iván kamarás,brian steele,action adventure fantasy horror sci-fi,Hellboy II: The Golden Army
