director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
francis lawrence,jennifer lawrence,josh hutcherson,sandra ellis lafferty,adventure sci-fi thriller,The Hunger Games: Catching Fire,francis lawrence jennifer lawrence josh hutchersonsandra ellis laffertyadventure sci-fi thriller
bill condon,robert pattinson,kristen stewart,taylor lautner,adventure drama fantasy romance,The Twilight Saga: Breaking Dawn - Part 2,bill condon robert pattinson kristen stewarttaylor lautneradventure drama fantasy romance
steven spielberg,tom cruise,lisa ann walter,rick gonzalez,adventure sci-fi thriller,War of the Worlds,steven spielberg tom cruise lisa ann walterrick gonzalezadventure sci-fi thriller
michael bay,will smith,henry rollins,jordi mollà,action comedy crime thriller,Bad Boys II,michael bay will smith henry rollinsjordi mollàaction comedy crime thriller
chris miller,salma hayek,constance marie,amy sedaris,action adventure animation comedy family fantasy,Puss in Boots,chris miller salma hayek constance marieamy sedarisaction adventure animation comedy family fantasy
phillip noyce,angelina jolie pitt,andre braugher,august diehl,action crime mystery thriller,Salt,phillip noyce angelina jolie pitt andre braugheraugust diehlaction crime mystery thriller
darren aronofsky,anthony hopkins,emma watson,logan lerman,action adventure drama,Noah,darren aronofsky anthony hopkins emma watsonlogan lermanaction adventure drama
steven spielberg,toby jones,mackenzie crook,tony curran,action adventure family mystery,The Adventures of Tintin,steven spielberg toby jones mackenzie crooktony curranaction adventure family mystery
alfonso cuarón,daniel radcliffe,gary oldman,rupert grint,adventure family fantasy mystery,Harry Potter and the Prisoner of Azkaban,alfonso cuarón daniel radcliffe gary oldmanrupert grintadventure family fantasy mystery
baz luhrmann,essie davis,bryan brown,eddie baroo,adventure drama romance war,Australia,baz luhrmann essie davis bryan browneddie barooadventure drama romance war
m. night shyamalan,will smith,zoë kravitz,glenn morshower,action adventure sci-fi,After Earth,m. night shyamalan will smith zoë kravitzglenn morshoweraction adventure sci-fi
eric leighton,alfre woodard,d.b. sweeney,della reese,adventure animation family thriller,Dinosaur,eric leighton alfre woodard d.b. sweeneydella reeseadventure animation family thriller
matt birch,rupert grint,dave legeno,ralph ineson,action fantasy,Harry Potter and the Deathly Hallows: Part II,matt birch rupert grint dave legenoralph inesonaction fantasy
shawn levy,robin williams,rami malek,steve coogan,adventure comedy family fantasy,Night at the Museum: Secret of the Tomb,shawn levy robin williams rami maleksteve cooganadventure comedy family fantasy
tom mcgrath,j.k. simmons,brad pitt,will ferrell,action animation comedy family sci-fi,Megamind,tom mcgrath j.k. simmons brad pittwill ferrellaction animation comedy family sci-fi
chris columbus,daniel radcliffe,fiona shaw,verne troyer,adventure family fantasy,Harry Potter and the Sorcerer's Stone,chris columbus daniel radcliffe fiona shawverne troyeradventure family fantasy
robert schwentke,ryan reynolds,jeff bridges,stephanie szostak,action comedy fantasy,R.I.P.D.,robert schwentke ryan reynolds jeff bridgesstephanie szostakaction comedy fantasy
hideaki anno,mark chinnery,shin'ya tsukamoto,atsuko maeda,action adventure drama horror sci-fi,Godzilla Resurgence,hideaki anno mark chinnery shin'ya tsukamotoatsuko maedaaction adventure drama horror sci-fi
gore verbinski,johnny depp,orlando bloom,jack davenport,action adventure fantasy,Pirates of the Caribbean: The Curse of the Black Pearl,gore verbinski johnny depp orlando bloomjack davenportaction adventure fantasy
matt birch,rupert grint,toby jones,alfred enoch,fantasy,Harry Potter and the Deathly Hallows: Part I,matt birch rupert grint toby jonesalfred enochfantasy
francis lawrence,jennifer lawrence,philip seymour hoffman,josh hutcherson,adventure sci-fi thriller,The Hunger Games: Mockingjay - Part 1,francis lawrence jennifer lawrence philip seymour hoffmanjosh hutchersonadventure sci-fi thriller
ron howard,tom hanks,seth gabel,jürgen prochnow,mystery thriller,The Da Vinci Code,ron howard tom hanks seth gabeljürgen prochnowmystery thriller
carlos saldanha,miguel ferrer,rachel crow,jeffrey garcia,adventure animation comedy family musical,Rio 2,carlos saldanha miguel ferrer rachel crowjeffrey garciaadventure animation comedy family musical
bryan singer,hugh jackman,bruce davison,aaron stanford,action adventure fantasy sci-fi thriller,X-Men 2,bryan singer hugh jackman bruce davisonaaron stanfordaction adventure fantasy sci-fi thriller
justin lin,paul walker,vin diesel,dwayne johnson,action crime thriller,Fast Five,justin lin paul walker vin dieseldwayne johnsonaction crime thriller
guy ritchie,robert downey jr.,eddie marsan,paul anderson,action adventure crime mystery thriller,Sherlock Holmes: A Game of Shadows,guy ritchie robert downey jr. eddie marsanpaul andersonaction adventure crime mystery thriller
john mctiernan,tony curran,vladimir kulich,clive russell,action adventure history,The 13th Warrior,john mctiernan tony curran vladimir kulichclive russellaction adventure history
tony gilroy,jeremy renner,scott glenn,stacy keach,action adventure thriller,The Bourne Legacy,tony gilroy jeremy renner scott glennstacy keachaction adventure thriller
joel schumacher,michael gough,vivica a. fox,john glover,action,Batman & Robin,joel schumacher michael gough vivica a. foxjohn gloveraction
ron howard,clint howard,t.j. thyne,molly shannon,comedy family fantasy,How the Grinch Stole Christmas,ron howard clint howard t.j. thynemolly shannoncomedy family fantasy
roland emmerich,jake gyllenhaal,dennis quaid,sela ward,action adventure sci-fi thriller,The Day After Tomorrow,roland emmerich jake gyllenhaal dennis quaidsela wardaction adventure sci-fi thriller
john woo,tom cruise,dougray scott,richard roxburgh,action adventure thriller,Mission: Impossible II,john woo tom cruise dougray scottrichard roxburghaction adventure thriller
wolfgang petersen,karen allen,mary elizabeth mastrantonio,bob gunton,action adventure drama thriller,The Perfect Storm,wolfgang petersen karen allen mary elizabeth mastrantoniobob guntonaction adventure drama thriller
tim story,chris evans,ioan gruffudd,andre braugher,action adventure sci-fi thriller,Fantastic 4: Rise of the Silver Surfer,tim story chris evans ioan gruffuddandre braugheraction adventure sci-fi thriller
ang lee,suraj sharma,rafe spall,tabu,adventure drama fantasy,Life of Pi,ang lee suraj sharma rafe spalltabuadventure drama fantasy
mark steven johnson,nicolas cage,matt long,peter fonda,action fantasy thriller,Ghost Rider,mark steven johnson nicolas cage matt longpeter fondaaction fantasy thriller
paul greengrass,matt damon,riz ahmed,ato essandoh,action thriller,Jason Bourne,paul greengrass matt damon riz ahmedato essandohaction thriller
mcg,demi moore,bernie mac,justin theroux,action adventure comedy crime,Charlie's Angels: Full Throttle,mcg demi moore bernie macjustin therouxaction adventure comedy crime
ridley scott,michael fassbender,charlize theron,sean harris,adventure mystery sci-fi,Prometheus,ridley scott michael fassbender charlize theronsean harrisadventure mystery sci-fi
rob minkoff,nathan lane,brad garrett,melanie griffith,adventure animation comedy family fantasy,Stuart Little 2,rob minkoff nathan lane brad garrettmelanie griffithadventure animation comedy family fantasy
neill blomkamp,matt damon,sharlto copley,alice braga,action drama sci-fi thriller,Elysium,neill blomkamp matt damon sharlto copleyalice bragaaction drama sci-fi thriller
david twohy,vin diesel,alexa davalos,christina cox,action adventure sci-fi thriller,The Chronicles of Riddick,david twohy vin diesel alexa davaloschristina coxaction adventure sci-fi thriller
lana wachowski,scott porter,kick gurry,nicholas elia,action family sport,Speed Racer,lana wachowski scott porter kick gurrynicholas eliaaction family sport
james l. brooks,shelley conn,domenick lombardozzi,teyonah parris,comedy drama romance,How Do You Know,james l. brooks shelley conn domenick lombardozziteyonah parriscomedy drama romance
james mangold,tom cruise,marc blucas,jordi mollà,action comedy romance,Knight and Day,james mangold tom cruise marc blucasjordi mollàaction comedy romance
joseph kosinski,morgan freeman,tom cruise,zoë bell,action adventure mystery sci-fi,Oblivion,joseph kosinski morgan freeman tom cruisezoë bellaction adventure mystery sci-fi
george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,Star Wars: Episode III - Revenge of the Sith,george lucas natalie portman christopher leehayden christensenaction adventure fantasy sci-fi
george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,Star Wars: Episode II - Attack of the Clones,george lucas natalie portman christopher leehayden christensenaction adventure fantasy sci-fi
pete docter,steve buscemi,john ratzenberger,james coburn,adventure animation comedy family fantasy,"Monsters, Inc.",pete docter steve buscemi john ratzenbergerjames coburnadventure animation comedy family fantasy
james mangold,hugh jackman,tao okamoto,rila fukushima,action adventure sci-fi thriller,The Wolverine,james mangold hugh jackman tao okamotorila fukushimaaction adventure sci-fi thriller
george lucas,natalie portman,liam neeson,ian mcdiarmid,action adventure fantasy sci-fi,Star Wars: Episode I - The Phantom Menace,george lucas natalie portman liam neesonian mcdiarmidaction adventure fantasy sci-fi
kirk de micco,ryan reynolds,emma stone,nicolas cage,adventure animation comedy family fantasy,The Croods,kirk de micco ryan reynolds emma stonenicolas cageadventure animation comedy family fantasy
frédéric forestier,alain delon,santiago segura,vanessa hessler,adventure comedy family fantasy,Asterix at the Olympic Games,frédéric forestier alain delon santiago seguravanessa hessleradventure comedy family fantasy
john woo,nicolas cage,roger willie,noah emmerich,action drama war,Windtalkers,john woo nicolas cage roger willienoah emmerichaction drama war
cedric nicolas-troyan,chris hemsworth,sam claflin,charlize theron,action adventure drama fantasy,The Huntsman: Winter's War,cedric nicolas-troyan chris hemsworth sam claflincharlize theronaction adventure drama fantasy
alfonso cuarón,phaldut sharma,basher savage,amy warren,adventure drama sci-fi thriller,Gravity,alfonso cuarón phaldut sharma basher savageamy warrenadventure drama sci-fi thriller
roger donaldson,jamie renée smith,grant heslov,tzi ma,action adventure thriller,Dante's Peak,roger donaldson jamie renée smith grant heslovtzi maaction adventure thriller
dave green,stephen amell,noel fisher,brad garrett,action adventure comedy sci-fi,Teenage Mutant Ninja Turtles: Out of the Shadows,dave green stephen amell noel fisherbrad garrettaction adventure comedy sci-fi
shawn levy,robin williams,rami malek,steve coogan,action adventure comedy family fantasy,Night at the Museum,shawn levy robin williams rami maleksteve cooganaction adventure comedy family fantasy
brad peyton,dwayne johnson,ioan gruffudd,archie panjabi,action adventure drama thriller,San Andreas,brad peyton dwayne johnson ioan gruffuddarchie panjabiaction adventure drama thriller
roger spottiswoode,vincent schiavelli,colin salmon,joe don baker,action adventure thriller,Tomorrow Never Dies,roger spottiswoode vincent schiavelli colin salmonjoe don bakeraction adventure thriller
roland emmerich,heath ledger,adam baldwin,tom wilkinson,action drama history war,The Patriot,roland emmerich heath ledger adam baldwintom wilkinsonaction drama history war
steven soderbergh,brad pitt,julia roberts,mini anden,crime thriller,Ocean's Twelve,steven soderbergh brad pitt julia robertsmini andencrime thriller
doug liman,brad pitt,angelina jolie pitt,stephanie march,action comedy crime romance thriller,Mr. & Mrs. Smith,doug liman brad pitt angelina jolie pittstephanie marchaction comedy crime romance thriller
robert schwentke,kate winslet,theo james,mekhi phifer,adventure sci-fi thriller,Insurgent,robert schwentke kate winslet theo jamesmekhi phiferadventure sci-fi thriller
martin scorsese,leonardo dicaprio,adam scott,frances conroy,biography drama,The Aviator,martin scorsese leonardo dicaprio adam scottfrances conroybiography drama
rob letterman,james corden,catherine tate,olly alexander,adventure comedy family fantasy,Gulliver's Travels,rob letterman james corden catherine tateolly alexanderadventure comedy family fantasy
michel gondry,christoph waltz,tom wilkinson,chad l. coleman,action comedy crime sci-fi thriller,The Green Hornet,michel gondry christoph waltz tom wilkinsonchad l. colemanaction comedy crime sci-fi thriller
unknown,george peppard,dirk benedict,dwight schultz,action adventure crime,The A-Team            ,unknown george peppard dirk benedictdwight schultzaction adventure crime
