type,title,cast,country,rating,listed_in,cast_list,combination
Movie,the nutty professor ii: the klumps,eddie murphy  janet jackson  larry miller,unknown,PG-13,"comedies, romantic movies",Eddie Murphy  Janet Jackson  Larry Miller,"Movie PG-13 comedies, romantic movies unknown eddie murphy  janet jackson  larry miller"
Movie,welcome home roscoe jenkins,martin lawrence  james earl jones  joy bryant,united states,PG-13,comedies,Martin Lawrence  James Earl Jones  Joy Bryant,Movie PG-13 comedies united states martin lawrence  james earl jones  joy bryant
Movie,in the line of fire,clint eastwood  john malkovich  rene russo,united states,R,"action & adventure, classic movies",Clint Eastwood  John Malkovich  Rene Russo,"Movie R action & adventure, classic movies united states clint eastwood  john malkovich  rene russo"
Movie,untold: crime & penalties,unknown,unknown,TV-MA,"documentaries, sports movies",unknown,"Movie TV-MA documentaries, sports movies unknown unknown"
Movie,2 alone in paris,ramzy bedia  éric judor  benoît magimel,france,TV-MA,"comedies, international movies",Ramzy Bedia  Éric Judor  Benoît Magimel,"Movie TV-MA comedies, international movies france ramzy bedia  éric judor  benoît magimel"
Movie,thimmarusu,satya dev  priyanka jawalkar  brahmaji,india,TV-14,"dramas, international movies",Satya Dev  Priyanka Jawalkar  Brahmaji,"Movie TV-14 dramas, international movies india satya dev  priyanka jawalkar  brahmaji"
Movie,wind river,jeremy renner  elizabeth olsen  jon bernthal,"united kingdom, canada, united states",R,"dramas, independent movies",Jeremy Renner  Elizabeth Olsen  Jon Bernthal,"Movie R dramas, independent movies united kingdom, canada, united states jeremy renner  elizabeth olsen  jon bernthal"
Movie,c kkompany,mithun chakraborty  tusshar kapoor  anupam kher,india,TV-14,"action & adventure, comedies, international movies",Mithun Chakraborty  Tusshar Kapoor  Anupam Kher,"Movie TV-14 action & adventure, comedies, international movies india mithun chakraborty  tusshar kapoor  anupam kher"
Movie,emi: liya hai to chukana padega,sanjay dutt  arjun rampal  malaika arora,india,TV-14,"comedies, dramas, international movies",Sanjay Dutt  Arjun Rampal  Malaika Arora,"Movie TV-14 comedies, dramas, international movies india sanjay dutt  arjun rampal  malaika arora"
Movie,he's all that,addison rae  tanner buchanan  rachael leigh cook,unknown,TV-14,"comedies, romantic movies",Addison Rae  Tanner Buchanan  Rachael Leigh Cook,"Movie TV-14 comedies, romantic movies unknown addison rae  tanner buchanan  rachael leigh cook"
Movie,koi aap sa,aftab shivdasani  natassha  dipannita sharma,india,TV-14,"comedies, dramas, international movies",Aftab Shivdasani  Natassha  Dipannita Sharma,"Movie TV-14 comedies, dramas, international movies india aftab shivdasani  natassha  dipannita sharma"
Movie,krishna cottage,sohail khan  isha koppikar  natassha,india,TV-14,"action & adventure, horror movies, international movies",Sohail Khan  Isha Koppikar  Natassha,"Movie TV-14 action & adventure, horror movies, international movies india sohail khan  isha koppikar  natassha"
Movie,kucch to hai,tusshar kapoor  esha deol  natassha,india,TV-14,"dramas, international movies, thrillers",Tusshar Kapoor  Esha Deol  Natassha,"Movie TV-14 dramas, international movies, thrillers india tusshar kapoor  esha deol  natassha"
Movie,kyaa kool hai hum,tusshar kapoor  riteish deshmukh  isha koppikar,india,TV-MA,"comedies, international movies, music & musicals",Tusshar Kapoor  Riteish Deshmukh  Isha Koppikar,"Movie TV-MA comedies, international movies, music & musicals india tusshar kapoor  riteish deshmukh  isha koppikar"
Movie,kyaa kool hain hum 3,tusshar kapoor  aftab shivdasani  krishna abhishek,india,TV-MA,"comedies, international movies",Tusshar Kapoor  Aftab Shivdasani  Krishna Abhishek,"Movie TV-MA comedies, international movies india tusshar kapoor  aftab shivdasani  krishna abhishek"
Movie,kyaa super kool hain hum,tusshar kapoor  riteish deshmukh  anupam kher,india,TV-MA,"comedies, international movies",Tusshar Kapoor  Riteish Deshmukh  Anupam Kher,"Movie TV-MA comedies, international movies india tusshar kapoor  riteish deshmukh  anupam kher"
Movie,kyo kii... main jhuth nahin bolta,govinda  sushmita sen  rambha,india,TV-14,"comedies, international movies, sci-fi & fantasy",Govinda  Sushmita Sen  Rambha,"Movie TV-14 comedies, international movies, sci-fi & fantasy india govinda  sushmita sen  rambha"
Movie,"lsd: love, sex aur dhokha",nushrat bharucha  anshuman jha  neha chauhan,india,TV-MA,"dramas, independent movies, international movies",Nushrat Bharucha  Anshuman Jha  Neha Chauhan,"Movie TV-MA dramas, independent movies, international movies india nushrat bharucha  anshuman jha  neha chauhan"
Movie,mission istaanbul: darr ke aagey jeet hai,vivek oberoi  zayed khan  shriya saran,india,TV-14,"action & adventure, international movies, music & musicals",Vivek Oberoi  Zayed Khan  Shriya Saran,"Movie TV-14 action & adventure, international movies, music & musicals india vivek oberoi  zayed khan  shriya saran"
Movie,once upon a time in mumbaai,ajay devgn  emraan hashmi  kangana ranaut,india,TV-14,"dramas, international movies, music & musicals",Ajay Devgn  Emraan Hashmi  Kangana Ranaut,"Movie TV-14 dramas, international movies, music & musicals india ajay devgn  emraan hashmi  kangana ranaut"
Movie,once upon a time in mumbai dobaara!,akshay kumar  imran khan  sonakshi sinha,india,TV-14,"dramas, international movies, music & musicals",Akshay Kumar  Imran Khan  Sonakshi Sinha,"Movie TV-14 dramas, international movies, music & musicals india akshay kumar  imran khan  sonakshi sinha"
Movie,ragini mms,kainaz motivala  rajkummar rao  rajat kaul,india,TV-MA,"horror movies, international movies",Kainaz Motivala  Rajkummar Rao  Rajat Kaul,"Movie TV-MA horror movies, international movies india kainaz motivala  rajkummar rao  rajat kaul"
Movie,ragini mms 2,sunny leone  saahil prem  parvin dabas,india,TV-MA,"horror movies, international movies",Sunny Leone  Saahil Prem  Parvin Dabas,"Movie TV-MA horror movies, international movies india sunny leone  saahil prem  parvin dabas"
Movie,sas: rise of the black swan,sam heughan  ruby rose  andy serkis,unknown,R,"action & adventure, international movies",Sam Heughan  Ruby Rose  Andy Serkis,"Movie R action & adventure, international movies unknown sam heughan  ruby rose  andy serkis"
Movie,shootout at lokhandwala,amitabh bachchan  sanjay dutt  sunil shetty,india,TV-MA,"action & adventure, dramas, international movies",Amitabh Bachchan  Sanjay Dutt  Sunil Shetty,"Movie TV-MA action & adventure, dramas, international movies india amitabh bachchan  sanjay dutt  sunil shetty"
Movie,shor in the city,sendhil ramamurthy  tusshar kapoor  nikhil dwivedi,india,TV-14,"comedies, dramas, independent movies",Sendhil Ramamurthy  Tusshar Kapoor  Nikhil Dwivedi,"Movie TV-14 comedies, dramas, independent movies india sendhil ramamurthy  tusshar kapoor  nikhil dwivedi"
Movie,the dirty picture,vidya balan  emraan hashmi  tusshar kapoor,india,TV-14,"comedies, dramas, international movies",Vidya Balan  Emraan Hashmi  Tusshar Kapoor,"Movie TV-14 comedies, dramas, international movies india vidya balan  emraan hashmi  tusshar kapoor"
Movie,"bob ross: happy accidents, betrayal & greed",bob ross,unknown,TV-14,documentaries,Bob Ross,Movie TV-14 documentaries unknown bob ross
Movie,really love,kofi siriboe  yootha wong-loi-sing  michael ealy,united states,TV-MA,"dramas, independent movies, romantic movies",Kofi Siriboe  Yootha Wong-Loi-Sing  Michael Ealy,"Movie TV-MA dramas, independent movies, romantic movies united states kofi siriboe  yootha wong-loi-sing  michael ealy"
Movie,the november man,pierce brosnan  luke bracey  olga kurylenko,"united states, united kingdom",R,action & adventure,Pierce Brosnan  Luke Bracey  Olga Kurylenko,"Movie R action & adventure united states, united kingdom pierce brosnan  luke bracey  olga kurylenko"
Movie,the old ways,brigitte kali canales  andrea cortes  julia vera,united states,TV-MA,horror movies,Brigitte Kali Canales  Andrea Cortes  Julia Vera,Movie TV-MA horror movies united states brigitte kali canales  andrea cortes  julia vera
Movie,the river runner,unknown,unknown,TV-MA,"documentaries, sports movies",unknown,"Movie TV-MA documentaries, sports movies unknown unknown"
Movie,the water man,david oyelowo  rosario dawson  lonnie chavis,united states,PG,"children & family movies, dramas",David Oyelowo  Rosario Dawson  Lonnie Chavis,"Movie PG children & family movies, dramas united states david oyelowo  rosario dawson  lonnie chavis"
Movie,count me in,unknown,united kingdom,TV-MA,"documentaries, music & musicals",unknown,"Movie TV-MA documentaries, music & musicals united kingdom unknown"
Movie,untold: caitlyn jenner,unknown,unknown,TV-PG,"documentaries, lgbtq movies, sports movies",unknown,"Movie TV-PG documentaries, lgbtq movies, sports movies unknown unknown"
Movie,boomika,aishwarya rajesh  vidhu  surya ganapathy,unknown,TV-14,"horror movies, international movies, thrillers",Aishwarya Rajesh  Vidhu  Surya Ganapathy,"Movie TV-14 horror movies, international movies, thrillers unknown aishwarya rajesh  vidhu  surya ganapathy"
Movie,boomika (hindi),aishwarya rajesh  vidhu  surya ganapathy,unknown,TV-14,"horror movies, international movies, thrillers",Aishwarya Rajesh  Vidhu  Surya Ganapathy,"Movie TV-14 horror movies, international movies, thrillers unknown aishwarya rajesh  vidhu  surya ganapathy"
Movie,boomika (malayalam),aishwarya rajesh  vidhu  surya ganapathy,unknown,TV-14,"horror movies, international movies, thrillers",Aishwarya Rajesh  Vidhu  Surya Ganapathy,"Movie TV-14 horror movies, international movies, thrillers unknown aishwarya rajesh  vidhu  surya ganapathy"
Movie,boomika (telugu),aishwarya rajesh  vidhu  surya ganapathy,unknown,TV-14,"horror movies, international movies, thrillers",Aishwarya Rajesh  Vidhu  Surya Ganapathy,"Movie TV-14 horror movies, international movies, thrillers unknown aishwarya rajesh  vidhu  surya ganapathy"
Movie,the witcher: nightmare of the wolf,theo james  mary mcdonnell  lara pulver,unknown,TV-MA,"action & adventure, anime features",Theo James  Mary McDonnell  Lara Pulver,"Movie TV-MA action & adventure, anime features unknown theo james  mary mcdonnell  lara pulver"
Movie,gunshot,ahmed el fishawy  ruby  mohamed mamdouh,unknown,TV-14,"dramas, international movies, thrillers",Ahmed El Fishawy  Ruby  Mohamed Mamdouh,"Movie TV-14 dramas, international movies, thrillers unknown ahmed el fishawy  ruby  mohamed mamdouh"
Movie,man in love,roy chiu  ann hsu  tsai chen-nan,unknown,TV-MA,"dramas, international movies, romantic movies",Roy Chiu  Ann Hsu  Tsai Chen-nan,"Movie TV-MA dramas, international movies, romantic movies unknown roy chiu  ann hsu  tsai chen-nan"
Movie,sweet girl,jason momoa  isabela merced  manuel garcia-rulfo,united states,R,"action & adventure, dramas",Jason Momoa  Isabela Merced  Manuel Garcia-Rulfo,"Movie R action & adventure, dramas united states jason momoa  isabela merced  manuel garcia-rulfo"
Movie,the loud house movie,asher bishop  david tennant  michelle gomez,unknown,TV-Y7,"children & family movies, comedies, music & musicals",Asher Bishop  David Tennant  Michelle Gomez,"Movie TV-Y7 children & family movies, comedies, music & musicals unknown asher bishop  david tennant  michelle gomez"
Movie,a faraway land,paolo contis  yen santos  hans tórgarð,unknown,TV-PG,"dramas, international movies, romantic movies",Paolo Contis  Yen Santos  Hans Tórgarð,"Movie TV-PG dramas, international movies, romantic movies unknown paolo contis  yen santos  hans tórgarð"
Movie,like crazy,anton yelchin  felicity jones  jennifer lawrence,united states,PG-13,"dramas, independent movies, romantic movies",Anton Yelchin  Felicity Jones  Jennifer Lawrence,"Movie PG-13 dramas, independent movies, romantic movies united states anton yelchin  felicity jones  jennifer lawrence"
Movie,black island,philip froissant  alice dwyer  hanns zischler,unknown,TV-MA,"international movies, thrillers",Philip Froissant  Alice Dwyer  Hanns Zischler,"Movie TV-MA international movies, thrillers unknown philip froissant  alice dwyer  hanns zischler"
Movie,bombay,arvind swamy  manisha koirala  nasser,india,TV-14,"dramas, international movies, romantic movies",Arvind Swamy  Manisha Koirala  Nasser,"Movie TV-14 dramas, international movies, romantic movies india arvind swamy  manisha koirala  nasser"
Movie,memories of a murderer: the nilsen tapes,unknown,unknown,TV-MA,"documentaries, international movies",unknown,"Movie TV-MA documentaries, international movies unknown unknown"
Movie,nneka the pretty serpent,idia aisien  ndidi obi  kenneth okolie,unknown,TV-14,"dramas, international movies",Idia Aisien  Ndidi Obi  Kenneth Okolie,"Movie TV-14 dramas, international movies unknown idia aisien  ndidi obi  kenneth okolie"
Movie,o kadhal kanmani,dulquer salmaan  nithya menon  prakash raj,unknown,TV-14,"dramas, international movies, romantic movies",Dulquer Salmaan  Nithya Menon  Prakash Raj,"Movie TV-14 dramas, international movies, romantic movies unknown dulquer salmaan  nithya menon  prakash raj"
Movie,out of my league,ludovica francesconi  giuseppe maggio  gaja masciale,unknown,TV-MA,"comedies, dramas, international movies",Ludovica Francesconi  Giuseppe Maggio  Gaja Masciale,"Movie TV-MA comedies, dramas, international movies unknown ludovica francesconi  giuseppe maggio  gaja masciale"
Movie,pahuna,anmol limbu  ishika gurung  manju chettri,"india, nepal",TV-PG,"comedies, dramas, international movies",Anmol Limbu  Ishika Gurung  Manju Chettri,"Movie TV-PG comedies, dramas, international movies india, nepal anmol limbu  ishika gurung  manju chettri"
Movie,the secret diary of an exchange student,larissa manoela  thati lopes  bruno montaleone,unknown,TV-14,"comedies, international movies, romantic movies",Larissa Manoela  Thati Lopes  Bruno Montaleone,"Movie TV-14 comedies, international movies, romantic movies unknown larissa manoela  thati lopes  bruno montaleone"
