director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
phillip noyce,angelina jolie pitt,andre braugher,august diehl,action crime mystery thriller,salt,phillip noyce angelina jolie pitt andre braugheraugust diehlaction crime mystery thriller
darren aronofsky,anthony hopkins,emma watson,logan lerman,action adventure drama,noah,darren aronofsky anthony hopkins emma watsonlogan lermanaction adventure drama
steven spielberg,toby jones,mackenzie crook,tony curran,action adventure family mystery,the adventures of tintin,steven spielberg toby jones mackenzie crooktony curranaction adventure family mystery
alfonso cuarón,daniel radcliffe,gary oldman,rupert grint,adventure family fantasy mystery,harry potter and the prisoner of azkaban,alfonso cuarón daniel radcliffe gary oldmanrupert grintadventure family fantasy mystery
baz luhrmann,essie davis,bryan brown,eddie baroo,adventure drama romance war,australia,baz luhrmann essie davis bryan browneddie barooadventure drama romance war
m. night shyamalan,will smith,zoë kravitz,glenn morshower,action adventure sci-fi,after earth,m. night shyamalan will smith zoë kravitzglenn morshoweraction adventure sci-fi
eric leighton,alfre woodard,d.b. sweeney,della reese,adventure animation family thriller,dinosaur,eric leighton alfre woodard d.b. sweeneydella reeseadventure animation family thriller
matt birch,rupert grint,dave legeno,ralph ineson,action fantasy,harry potter and the deathly hallows: part ii,matt birch rupert grint dave legenoralph inesonaction fantasy
shawn levy,robin williams,rami malek,steve coogan,adventure comedy family fantasy,night at the museum: secret of the tomb,shawn levy robin williams rami maleksteve cooganadventure comedy family fantasy
tom mcgrath,j.k. simmons,brad pitt,will ferrell,action animation comedy family sci-fi,megamind,tom mcgrath j.k. simmons brad pittwill ferrellaction animation comedy family sci-fi
chris columbus,daniel radcliffe,fiona shaw,verne troyer,adventure family fantasy,harry potter and the sorcerer's stone,chris columbus daniel radcliffe fiona shawverne troyeradventure family fantasy
robert schwentke,ryan reynolds,jeff bridges,stephanie szostak,action comedy fantasy,r.i.p.d.,robert schwentke ryan reynolds jeff bridgesstephanie szostakaction comedy fantasy
hideaki anno,mark chinnery,shin'ya tsukamoto,atsuko maeda,action adventure drama horror sci-fi,godzilla resurgence,hideaki anno mark chinnery shin'ya tsukamotoatsuko maedaaction adventure drama horror sci-fi
gore verbinski,johnny depp,orlando bloom,jack davenport,action adventure fantasy,pirates of the caribbean: the curse of the black pearl,gore verbinski johnny depp orlando bloomjack davenportaction adventure fantasy
matt birch,rupert grint,toby jones,alfred enoch,fantasy,harry potter and the deathly hallows: part i,matt birch rupert grint toby jonesalfred enochfantasy
francis lawrence,jennifer lawrence,philip seymour hoffman,josh hutcherson,adventure sci-fi thriller,the hunger games: mockingjay - part 1,francis lawrence jennifer lawrence philip seymour hoffmanjosh hutchersonadventure sci-fi thriller
ron howard,tom hanks,seth gabel,jürgen prochnow,mystery thriller,the da vinci code,ron howard tom hanks seth gabeljürgen prochnowmystery thriller
carlos saldanha,miguel ferrer,rachel crow,jeffrey garcia,adventure animation comedy family musical,rio 2,carlos saldanha miguel ferrer rachel crowjeffrey garciaadventure animation comedy family musical
bryan singer,hugh jackman,bruce davison,aaron stanford,action adventure fantasy sci-fi thriller,x-men 2,bryan singer hugh jackman bruce davisonaaron stanfordaction adventure fantasy sci-fi thriller
justin lin,paul walker,vin diesel,dwayne johnson,action crime thriller,fast five,justin lin paul walker vin dieseldwayne johnsonaction crime thriller
guy ritchie,robert downey jr.,eddie marsan,paul anderson,action adventure crime mystery thriller,sherlock holmes: a game of shadows,guy ritchie robert downey jr. eddie marsanpaul andersonaction adventure crime mystery thriller
john mctiernan,tony curran,vladimir kulich,clive russell,action adventure history,the 13th warrior,john mctiernan tony curran vladimir kulichclive russellaction adventure history
tony gilroy,jeremy renner,scott glenn,stacy keach,action adventure thriller,the bourne legacy,tony gilroy jeremy renner scott glennstacy keachaction adventure thriller
joel schumacher,michael gough,vivica a. fox,john glover,action,batman & robin,joel schumacher michael gough vivica a. foxjohn gloveraction
ron howard,clint howard,t.j. thyne,molly shannon,comedy family fantasy,how the grinch stole christmas,ron howard clint howard t.j. thynemolly shannoncomedy family fantasy
roland emmerich,jake gyllenhaal,dennis quaid,sela ward,action adventure sci-fi thriller,the day after tomorrow,roland emmerich jake gyllenhaal dennis quaidsela wardaction adventure sci-fi thriller
john woo,tom cruise,dougray scott,richard roxburgh,action adventure thriller,mission: impossible ii,john woo tom cruise dougray scottrichard roxburghaction adventure thriller
wolfgang petersen,karen allen,mary elizabeth mastrantonio,bob gunton,action adventure drama thriller,the perfect storm,wolfgang petersen karen allen mary elizabeth mastrantoniobob guntonaction adventure drama thriller
tim story,chris evans,ioan gruffudd,andre braugher,action adventure sci-fi thriller,fantastic 4: rise of the silver surfer,tim story chris evans ioan gruffuddandre braugheraction adventure sci-fi thriller
ang lee,suraj sharma,rafe spall,tabu,adventure drama fantasy,life of pi,ang lee suraj sharma rafe spalltabuadventure drama fantasy
mark steven johnson,nicolas cage,matt long,peter fonda,action fantasy thriller,ghost rider,mark steven johnson nicolas cage matt longpeter fondaaction fantasy thriller
paul greengrass,matt damon,riz ahmed,ato essandoh,action thriller,jason bourne,paul greengrass matt damon riz ahmedato essandohaction thriller
mcg,demi moore,bernie mac,justin theroux,action adventure comedy crime,charlie's angels: full throttle,mcg demi moore bernie macjustin therouxaction adventure comedy crime
ridley scott,michael fassbender,charlize theron,sean harris,adventure mystery sci-fi,prometheus,ridley scott michael fassbender charlize theronsean harrisadventure mystery sci-fi
rob minkoff,nathan lane,brad garrett,melanie griffith,adventure animation comedy family fantasy,stuart little 2,rob minkoff nathan lane brad garrettmelanie griffithadventure animation comedy family fantasy
neill blomkamp,matt damon,sharlto copley,alice braga,action drama sci-fi thriller,elysium,neill blomkamp matt damon sharlto copleyalice bragaaction drama sci-fi thriller
david twohy,vin diesel,alexa davalos,christina cox,action adventure sci-fi thriller,the chronicles of riddick,david twohy vin diesel alexa davaloschristina coxaction adventure sci-fi thriller
lana wachowski,scott porter,kick gurry,nicholas elia,action family sport,speed racer,lana wachowski scott porter kick gurrynicholas eliaaction family sport
james l. brooks,shelley conn,domenick lombardozzi,teyonah parris,comedy drama romance,how do you know,james l. brooks shelley conn domenick lombardozziteyonah parriscomedy drama romance
james mangold,tom cruise,marc blucas,jordi mollà,action comedy romance,knight and day,james mangold tom cruise marc blucasjordi mollàaction comedy romance
joseph kosinski,morgan freeman,tom cruise,zoë bell,action adventure mystery sci-fi,oblivion,joseph kosinski morgan freeman tom cruisezoë bellaction adventure mystery sci-fi
george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,star wars: episode iii - revenge of the sith,george lucas natalie portman christopher leehayden christensenaction adventure fantasy sci-fi
george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,star wars: episode ii - attack of the clones,george lucas natalie portman christopher leehayden christensenaction adventure fantasy sci-fi
pete docter,steve buscemi,john ratzenberger,james coburn,adventure animation comedy family fantasy,"monsters, inc.",pete docter steve buscemi john ratzenbergerjames coburnadventure animation comedy family fantasy
james mangold,hugh jackman,tao okamoto,rila fukushima,action adventure sci-fi thriller,the wolverine,james mangold hugh jackman tao okamotorila fukushimaaction adventure sci-fi thriller
george lucas,natalie portman,liam neeson,ian mcdiarmid,action adventure fantasy sci-fi,star wars: episode i - the phantom menace,george lucas natalie portman liam neesonian mcdiarmidaction adventure fantasy sci-fi
kirk de micco,ryan reynolds,emma stone,nicolas cage,adventure animation comedy family fantasy,the croods,kirk de micco ryan reynolds emma stonenicolas cageadventure animation comedy family fantasy
frédéric forestier,alain delon,santiago segura,vanessa hessler,adventure comedy family fantasy,asterix at the olympic games,frédéric forestier alain delon santiago seguravanessa hessleradventure comedy family fantasy
john woo,nicolas cage,roger willie,noah emmerich,action drama war,windtalkers,john woo nicolas cage roger willienoah emmerichaction drama war
cedric nicolas-troyan,chris hemsworth,sam claflin,charlize theron,action adventure drama fantasy,the huntsman: winter's war,cedric nicolas-troyan chris hemsworth sam claflincharlize theronaction adventure drama fantasy
alfonso cuarón,phaldut sharma,basher savage,amy warren,adventure drama sci-fi thriller,gravity,alfonso cuarón phaldut sharma basher savageamy warrenadventure drama sci-fi thriller
roger donaldson,jamie renée smith,grant heslov,tzi ma,action adventure thriller,dante's peak,roger donaldson jamie renée smith grant heslovtzi maaction adventure thriller
dave green,stephen amell,noel fisher,brad garrett,action adventure comedy sci-fi,teenage mutant ninja turtles: out of the shadows,dave green stephen amell noel fisherbrad garrettaction adventure comedy sci-fi
shawn levy,robin williams,rami malek,steve coogan,action adventure comedy family fantasy,night at the museum,shawn levy robin williams rami maleksteve cooganaction adventure comedy family fantasy
brad peyton,dwayne johnson,ioan gruffudd,archie panjabi,action adventure drama thriller,san andreas,brad peyton dwayne johnson ioan gruffuddarchie panjabiaction adventure drama thriller
roger spottiswoode,vincent schiavelli,colin salmon,joe don baker,action adventure thriller,tomorrow never dies,roger spottiswoode vincent schiavelli colin salmonjoe don bakeraction adventure thriller
roland emmerich,heath ledger,adam baldwin,tom wilkinson,action drama history war,the patriot,roland emmerich heath ledger adam baldwintom wilkinsonaction drama history war
steven soderbergh,brad pitt,julia roberts,mini anden,crime thriller,ocean's twelve,steven soderbergh brad pitt julia robertsmini andencrime thriller
doug liman,brad pitt,angelina jolie pitt,stephanie march,action comedy crime romance thriller,mr. & mrs. smith,doug liman brad pitt angelina jolie pittstephanie marchaction comedy crime romance thriller
robert schwentke,kate winslet,theo james,mekhi phifer,adventure sci-fi thriller,insurgent,robert schwentke kate winslet theo jamesmekhi phiferadventure sci-fi thriller
martin scorsese,leonardo dicaprio,adam scott,frances conroy,biography drama,the aviator,martin scorsese leonardo dicaprio adam scottfrances conroybiography drama
rob letterman,james corden,catherine tate,olly alexander,adventure comedy family fantasy,gulliver's travels,rob letterman james corden catherine tateolly alexanderadventure comedy family fantasy
michel gondry,christoph waltz,tom wilkinson,chad l. coleman,action comedy crime sci-fi thriller,the green hornet,michel gondry christoph waltz tom wilkinsonchad l. colemanaction comedy crime sci-fi thriller
unknown,george peppard,dirk benedict,dwight schultz,action adventure crime,the a-team            ,unknown george peppard dirk benedictdwight schultzaction adventure crime
